[Header],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1561986459,0,20190701 06:07:39,6:07:39,1,B2_R1,1,null,null,null,null,1561986451,0.005237989,-1.970576798,400.6283247,400.1853771,40.41905867,40.46379676,0.505969697,2.271782255,0.45070495,0.286151265,0.00797901,17.58865609,18.4246129,2.127236956,43.17639001,0.971434439,2.249920474,1.155802517,-230.9953315,109.9414657,9.618133171,-111.4277536,-0.041772746,0.046893567,3.49423972,60,12,1,0,54669,MPF-3157-20190701-06_08_31,613.9003846,3142.42,2528.519615,0.804640887,-1.970576798,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,3157,300,300,300,10250.2,3028.97,-0.00854296,-42.353,0.0499938,0.041994792,0.84,0.19,6,0.5,0: Broadleaf,1561986451,400.6283226,400.7818065,9.618082903,3.393285484,500.026871,100.800871,0.199967613,19.32226774,18.4246129,999.9,0,0,9993.664516,0,32.17992903,0.0499938,0,0,0,613.93,0.0499938,-57.41225806,-7.061935484,29.125,32.95325806,31.0863871,33.437,31.929,0,0,0,1561986510,613.9003846,-0.917264956,-1.058461542,-57.44615385,15,1561986486,6:08:06,1,11.694,0.065,400,4,0.23,0.02,-11.83857073,0.279103979,0.214970722,1,614.1871053,-1.717905373,1.873044114,0,5.531491463,10.01343856,1.134215524,0,1,3,3-Jan,1.87332,1.86994,1.86947,1.87151,1.86902,1.87881,1.87525,1.87091,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.694,0.065,2,410.602,565.744,18.9931,19.6543,30.0004,19.6448,19.6856,19.6711,67.4015,86.8263,-999.9,400,5.33928,103.384,103.059
2,1561987007,548,20190701 06:16:47,6:16:47,1,B2_R1,2,null,null,null,null,1561986999,0.000578843,-0.272095615,400.0732261,401.0788436,40.51588923,40.41430449,0.064868056,2.274013897,0.063857334,0.040000331,0.00797901,18.6872736,17.51141935,2.00848915,50.5781814,1.106925395,2.18854329,0.901563755,-25.52697047,167.6236137,14.54814721,156.6527695,-0.041833386,0.046961641,3.498245948,183,37,1,0,54766,MPF-3158-20190701-06_17_38,657.5926923,3344.97,2687.377308,0.803408493,-0.272095615,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,3158,300,300,300,10242,3186.09,-0.00853524,-56.4387,0.0499938,0.041994792,0.84,0.19,6,0.5,0: Broadleaf,1561986999,400.0732258,400.0246129,10.95778387,10.27087419,500.0657742,100.8173226,0.199945903,18.87869677,17.51141935,999.9,0,0,10006.53871,0,33.48839677,0.0499938,0,0,0,657.7596774,0.0499938,-55.83258065,-7.059354839,29.22154839,33.44919355,31.278,33.69106452,31.97967742,0,0,0,546.8000002,657.5926923,-6.37709415,-3.72376063,-55.55846154,15,1561987029,6:17:09,2,11.885,0.177,400,10,0.73,0.58,-0.11569435,-0.531678871,0.062945185,0,658.8947368,-14.40981902,2.347334139,0,0.600334268,-0.457757958,0.046831797,0,0,3,0/3,1.87332,1.86996,1.86949,1.87149,1.86898,1.87881,1.87529,1.8709,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.885,0.177,2,280.685,552.929,18.5638,19.311,30.0006,19.3142,19.3627,19.7559,31.8559,88.4647,-999.9,400,10.3387,103.381,103.045
3,1561987488,1029,20190701 06:24:48,6:24:48,1,B3_R1,1,null,null,null,null,1561987480,0.010713348,-0.643141367,395.7179362,393.8743435,39.77740794,39.96359254,8.049132114,2.275679973,2.829308621,1.945357667,0.00797901,15.03510235,15.00880968,1.712346244,62.19226044,1.335711956,2.147714115,0.376634288,-472.4586661,437.8355187,37.42759708,2.81242866,-0.041878694,0.047012503,3.501237935,88,18,1,0,54984,MPF-3159-20190701-06_25_39,640.0653846,2338.4,1698.334615,0.726280626,-0.643141367,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,3159,300,300,300,10246.1,2280.41,-0.00853552,-18.8489,0.0499938,0.041994792,0.84,0.19,6,0.5,0: Broadleaf,1561987480,395.7179355,400.0332903,13.22616774,0.540868839,500.0269355,100.7900645,0.200031935,18.57754516,15.00880968,999.9,0,0,10020.08548,0,43.85820968,0.0499938,0,0,0,640.1619355,0.0499938,-44.8016129,-6.892903226,29.387,33.379,31.385,33.875,32.169,0,0,0,480,640.0653846,0.474530011,2.780854609,-44.72,15,1561987529,6:25:28,3,11.369,0.059,400,0,0.53,0.02,-3.804704878,0.190196028,0.044150865,1,640.6805263,-7.075340771,2.092647464,0,12.86054878,-1.096396516,0.108549099,0,1,3,3-Jan,1.87332,1.86996,1.8695,1.87153,1.869,1.87881,1.87531,1.8709,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.369,0.059,2,375.765,553.597,18.4195,19.247,30.0001,19.1762,19.1994,19.611,100,81.0288,-999.9,400,0,103.383,103.032
4,1561987703,1244.1,20190701 06:28:23,6:28:23,1,B3_R1,2,null,null,null,null,1561987695,0.000688754,-0.558438192,400.1098393,407.388548,41.14178277,40.40671289,0.06243124,2.274197811,0.061494512,0.03851706,0.00797901,18.25939039,17.37830645,1.991674761,41.0486676,0.876635456,2.135600269,1.115039305,-30.37403588,135.9611745,11.76731478,117.3624324,-0.041838386,0.046967253,3.498576181,154,31,1,0,54606,MPF-3160-20190701-06_29_15,613.2588462,2701.35,2088.091154,0.772980604,-0.558438192,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,3160,300,300,300,10253,2566.33,-0.00854294,-41.4658,0.0499938,0.041994792,0.84,0.19,6,0.5,0: Broadleaf,1561987695,400.1098387,399.7704516,8.6805,7.861281613,500.0680645,100.7892258,0.199825,18.48722903,17.37830645,999.9,0,0,10010.52452,0,59.78628065,0.0499938,0,0,0,613.416129,0.0499938,-37.48387097,-6.834516129,29.375,33.312,31.375,33.82419355,32.125,0,0,0,214.3999999,613.2588462,-19.12854714,-0.964444358,-37.36038462,15,1561987727,6:28:47,4,11.227,0.18,400,9,0.45,0.54,1.141229919,-11.30913473,1.197980613,0,615.1571053,-23.60590731,3.233610421,0,1.059308651,-6.944389965,0.69074751,0,0,3,0/3,1.87333,1.86996,1.86951,1.87153,1.86904,1.87881,1.87531,1.87093,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.227,0.18,2,308.914,561.712,18.2722,19.2718,30.0001,19.1954,19.2368,19.7132,33.1835,77.6722,-999.9,400,9.35463,103.374,103.008
5,1561988434,1975,20190701 06:40:34,6:40:34,1,B3_R1,3,null,null,null,null,1561988426,0.000613634,-0.792551454,400.6750331,414.2384429,41.83350721,40.46375264,0.064866674,2.271690883,0.063854978,0.039998944,0.00797901,17.98440945,17.34656452,1.987683509,49.22626008,1.031706741,2.095846282,0.955976768,-27.06126822,103.0087182,8.909897098,84.86532614,-0.041770265,0.046890781,3.494075723,131,26,1,0,54974,MPF-3162-20190701-06_41_25,564.1538462,2661.59,2097.436154,0.788038787,-0.792551454,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,3162,300,300,300,10259,2533.49,-0.00854838,-38.2727,0.0499938,0.041994792,0.84,0.19,6,0.5,0: Broadleaf,1561988426,400.6750323,400.0190645,10.21603548,9.487255484,500.0400323,100.7889355,0.200018903,18.18764839,17.34656452,999.9,0,0,9994.254194,0,66.42330645,0.0499938,0,0,0,564.5087097,0.0499938,-54.36193548,-7.216774194,28.937,33.11483871,30.937,33.3,31.625,0,0,0,186,564.1538462,-17.04205129,-0.976068299,-54.33115385,15,1561988453,6:40:53,6,11.175,0.168,400,10,0.55,0.32,2.010419049,-10.3831164,1.091245457,0,565.4602632,-19.34691534,2.640648332,0,0.761474439,-0.377632976,0.04435442,0,0,3,0/3,1.87332,1.86996,1.86951,1.87154,1.86902,1.87881,1.87531,1.87094,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.175,0.168,2,331.19,558.736,17.6775,18.803,30.0005,18.8573,18.9129,19.7159,35.1104,76.5339,-999.9,400,9.56246,103.432,103.086
6,1561988582,2122.5,20190701 06:43:01,6:43:01,1,B3_R1,4,null,null,null,null,1561988574,0.00038377,-0.036656513,399.8125162,394.9907706,39.89002626,40.37697323,0.038755631,2.272326594,0.038392129,0.024027455,0.00797901,18.20607019,17.58708065,2.018101849,48.4053759,1.023805925,2.115066573,0.994295924,-16.92425265,91.39239226,7.9186564,82.39477502,-0.041787532,0.046910166,3.495216764,60,12,1,0,54629,MPF-3163-20190701-06_43_53,702.7865385,2732.89,2030.103462,0.742841264,-0.036656513,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,3163,300,300,300,10246.9,2665.07,-0.00853632,-20.3318,0.0499938,0.041994792,0.84,0.19,6,0.5,0: Broadleaf,1561988574,399.8125161,399.9526452,10.13771935,9.681884839,500.0227097,100.7897742,0.199993742,18.33310645,17.58708065,999.9,0,0,9998.302581,0,10.52845323,0.0499938,0,0,0,703.0693548,0.0499938,-41.07709677,-7.12483871,29.062,33.137,31.062,33.562,31.812,0,0,0,146.4000001,702.7865385,-0.934358919,12.42632474,-40.77269231,15,1561988603,6:43:22,7,11.16,0.174,400,10,0.66,0.21,-0.150322144,0.778856736,0.084627457,0,703.5942105,-9.600960765,2.244060736,0,0.487008317,-0.634688321,0.072596792,0,0,3,0/3,1.87334,1.86996,1.86951,1.87157,1.86905,1.87881,1.87529,1.87095,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.16,0.174,2,410.194,564.869,17.7822,18.9319,30.0004,18.8941,18.9387,19.7128,32.7424,75.7491,-999.9,400,9.83905,103.393,103.039
7,1561988885,2425.5,20190701 06:48:04,6:48:04,1,B3_R1,5,null,null,null,null,1561988877,0.000970031,-0.325003628,399.8951294,399.0073442,40.29769655,40.38735831,0.115306749,2.275030235,0.112155675,0.070373236,0.00797901,18.17123891,16.7888129,1.91868749,49.52894823,1.058059117,2.136243863,0.860628373,-42.77835193,208.9030808,18.01941435,184.1521223,-0.041861021,0.046992663,3.500071009,103,21,1,0,54292,MPF-3164-20190701-06_48_56,635.5634615,3095.75,2460.186538,0.794698066,-0.325003628,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,3164,300,300,300,10249.6,2957.56,-0.00854128,-34.574,0.0499938,0.041994792,0.84,0.19,6,0.5,0: Broadleaf,1561988877,399.895129,399.9706129,10.47636452,9.32459,500.0292581,100.7948387,0.200035548,18.49203871,16.7888129,999.9,0,0,10015.38258,0,73.04949032,0.0499938,0,0,0,635.8341935,0.0499938,-26.45612903,-7.087741935,29.375,33.45122581,31.375,33.94106452,32.125,0,0,0,302.4000001,635.5634615,-7.968205232,-21.80170936,-26.41769231,15,1561988904,6:48:24,8,11.202,0.161,400,9,0.43,0.12,-0.110584551,-0.086117049,0.027883487,1,635.7910526,-2.367000912,1.991135341,0,1.183407805,-0.337734355,0.036848615,0,1,3,3-Jan,1.87335,1.86996,1.86951,1.87158,1.86903,1.87881,1.87531,1.871,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.202,0.161,2,358.572,562.207,17.9956,19.1639,30.0003,19.0639,19.0959,19.6949,36.3041,74.847,-999.9,400,9.40336,103.342,103.001
8,1561989141,2682,20190701 06:52:21,6:52:21,1,B3_R1,6,null,null,null,null,1561989133,0.000887114,-0.348416154,399.9652907,399.8538819,40.37627361,40.3875234,0.092953042,2.273009336,0.090891755,0.056988738,0.00797901,18.54517422,17.91504194,2.060237309,49.93209768,1.090058738,2.183082203,0.97017857,-39.12170629,113.1877446,9.846360179,83.92037748,-0.041806083,0.04693099,3.496442367,106,21,1,0,54889,MPF-3165-20190701-06_53_12,637.7653846,2996.35,2358.584615,0.787152574,-0.348416154,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,3165,300,300,300,10262.6,2863.23,-0.00855089,-34.835,0.0499938,0.041994792,0.84,0.19,6,0.5,0: Broadleaf,1561989133,399.9652903,399.9729677,10.79505806,9.742114516,500.0479355,100.7776129,0.199957742,18.83870323,17.91504194,999.9,0,0,10003.94806,0,41.18471613,0.0499938,0,0,0,637.9248387,0.0499938,37.08096774,-6.77516129,29.625,33.73170968,31.625,34.187,32.312,0,0,0,255.6000001,637.7653846,-19.33059836,53.10256412,37.42423077,15,1561989167,6:52:47,9,11.18,0.17,400,10,0.49,0.09,-0.005615967,0.256755091,0.049065199,1,638.9810526,-13.56817947,2.398860244,0,1.05370439,-0.181783275,0.018260875,0,1,3,3-Jan,1.87339,1.86996,1.86951,1.87162,1.86905,1.87881,1.87531,1.87102,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.18,0.17,2,355.319,542.037,18.233,19.3829,30.0005,19.274,19.307,19.6938,34.334,74.1058,-999.9,400,9.77769,103.298,102.949
9,1561989577,3117.6,20190701 06:59:36,6:59:36,1,B2_R1,3,null,null,null,null,1561989569,0.001216083,-0.586752627,400.1460006,401.407251,40.54886685,40.4214594,0.129472842,2.273806104,0.125512202,0.078790881,0.00797901,19.19410673,18.23453226,2.102024543,49.76825074,1.138977849,2.288563155,0.963046694,-53.62925554,166.911537,14.59544033,127.8857008,-0.041827737,0.046955299,3.497872851,160,32,1,0,54514,MPF-3166-20190701-07_00_28,622.4834615,2674.17,2051.686538,0.767223676,-0.586752627,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,3166,300,300,300,10248.2,2536.76,-0.00853849,-31.5681,0.0499938,0.041994792,0.84,0.19,6,0.5,0: Broadleaf,1561989569,400.146,400.0258387,11.27513548,9.832398065,500.0375161,100.8167097,0.200067548,19.59612581,18.23453226,999.9,0,0,10005.24839,0,553.7648387,0.0499938,0,0,0,622.4390323,0.0499938,271.1090323,-6.241935484,30.022,34.562,32.08841935,34.82216129,32.796,0,0,0,434.8,622.4834615,8.383247855,326.4119655,272.1819231,15,1561989603,7:00:03,10,11.252,0.168,400,10,0.3,0.07,0.046956893,-0.001210522,0.039438555,1,622.5871053,0.407071229,1.993765161,1,1.456122683,-0.189409965,0.022235205,0,2,3,3-Feb,1.87339,1.87,1.86956,1.87164,1.86905,1.87881,1.87531,1.87103,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.252,0.168,2,303.019,558.333,18.8348,19.9111,30.0015,19.8319,19.8724,19.7094,34.4011,73.7325,-999.9,400,9.88428,103.283,102.965
10,1561989767,3307.6,20190701 07:02:46,7:02:46,1,B2_R1,4,null,null,null,null,1561989759,0.001557746,-0.610203929,399.9718071,399.8486514,40.38673239,40.39917173,0.171647569,2.2708742,0.164751713,0.103566301,0.00797901,19.37210977,18.43944194,2.129214993,51.06116582,1.189891927,2.330326596,0.939323065,-68.69661485,177.2918134,15.56278821,124.1659658,-0.041748088,0.046865886,3.492610049,14,3,1,0,54348,MPF-3167-20190701-07_03_38,620.2376923,2699.45,2079.212308,0.770235532,-0.610203929,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,3167,300,300,300,10234.8,2581.32,-0.00852693,-20.6047,0.0499938,0.041994792,0.84,0.19,6,0.5,0: Broadleaf,1561989759,399.9718065,399.9872258,11.78051935,9.933422903,500.0481613,100.8049677,0.200080645,19.88758065,18.43944194,999.9,0,0,9987.359355,0,76.82925806,0.0499938,0,0,0,620.6274194,0.0499938,-9.959032258,-6.125483871,30.5,34.75,32.49593548,35.25,33.25,0,0,0,189.2,620.2376923,-11.63623935,-5.725470039,-10.09961538,15,1561989787,7:03:07,11,11.239,0.163,400,10,0.45,0.06,0.079547466,-1.513642058,0.167297604,0,621.345,-12.23336496,2.115697907,0,1.876789024,-0.493718885,0.050773724,0,0,3,0/3,1.87342,1.87004,1.86957,1.87164,1.86905,1.87881,1.87531,1.87103,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.239,0.163,2,467.566,553.9,19.273,20.2879,30.0006,20.1226,20.1551,19.6792,35.9908,73.3599,-999.9,400,9.86988,103.168,102.86
11,1561989943,3483.6,20190701 07:05:42,7:05:42,1,B2_R1,5,null,null,null,null,1561989935,0.001088828,-0.019288296,399.4925484,393.16619,39.71378803,40.35281464,0.106583648,2.272161437,0.103881984,0.06516327,0.00797901,19.73926058,19.24469032,2.23907842,50.75495599,1.198365563,2.361080884,1.040712857,-48.01731296,104.6861325,9.232208306,65.90900691,-0.041783046,0.046905129,3.494920309,25,5,1,0,54560,MPF-3168-20190701-07_06_34,654.8534615,3359.53,2704.676538,0.80507587,-0.019288296,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,3168,300,300,300,10248.3,3240.06,-0.00853969,-29.043,0.0499938,0.041994792,0.84,0.19,6,0.5,0: Broadleaf,1561989935,399.4925484,399.9913548,11.86380968,10.57277419,500.0220323,100.8102581,0.199922968,20.09929355,19.24469032,999.9,0,0,9995.197742,0,62.03035161,0.0499938,0,0,0,655.1670968,0.0499938,9.609677419,-5.982258065,30.808,34.905,32.75,35.437,33.542,0,0,0,175.1999998,654.8534615,-20.39282049,-10.90324819,9.162307692,15,1561989963,7:06:02,12,11.248,0.179,400,11,0.36,0.09,-0.529873756,0.584876195,0.08097882,0,656.0486842,-18.38304467,2.52482013,0,1.304270244,-0.617041254,0.061958666,0,0,3,0/3,1.87346,1.8701,1.86961,1.87164,1.86906,1.87881,1.87534,1.87103,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.248,0.179,2,453.648,553.891,19.554,20.6167,30.0006,20.4258,20.4564,19.6792,32.246,72.9847,-999.9,400,10.5946,103.112,102.803
