SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,21,6800-01A 6 cm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Const,CustomBLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UserDefVar,BAR_A10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTConst,deltaTw,fT1,fT2,fTeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LQConst,Leaf,Ambient,abs_ambient,abs_redLED,abs_greenLED,abs_blueLED,abs_whiteLED,abs_redFlr,abs_blueFlr,k_ambient,k_redLED,k_greenLED,k_blueLED,k_whiteLED,k_redFlr,k_blueFlr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,Sun+Sky,0.49,0.84,0.7,0.87,0.75,0.84,0.87,0.39,0.18,0.23,0.26,0.21,0.19,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QConst,fQ_Amb_in,fQ_Amb_out,fQ_HeadLS,fQ_ConsoleLS,fQ_Flr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,1.08896 71.984 362.357 608.885 853.954 1024.31 1176.37 1291.17,0.042626 101.464 400.912 601.438 801.696 1000.69 1200.91 1400.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH445_LEAF,BH445_BLOCK,BH445_VINE,BAR,RIP720,Sierra Loma,reps,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1561994075,0,20190701 08:14:35,8:14:35,1,B3_R2,5,23511,1-Jan,31,1,1561994067,0.001489946,-0.729313279,399.8697419,401.7598521,40.52700739,40.33634497,0.114517036,2.273228138,0.111405959,0.069901202,0.001994258,25.72429291,24.27243548,3.044339871,50.5419714,1.727159687,3.417278036,1.317180184,-65.70660808,237.9798453,22.19858432,194.4738158,-0.041812028,0.046937665,3.496835174,8,2,1,0,53457.45775,MPF-3176-20190701-08_15_26,578.4696,2628.37,2049.9004,0.779913178,-0.729313279,-,0,0,#DIV/0!,0.5,0.020994792,-0.729313279,#DIV/0!,#DIV/0!,-1.35E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.282194003,3176,300,300,300,10256.2,2516.13,-0.00854309,-7.18481,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1561994067,399.8697419,399.7095161,17.122,15.36477742,500.0282581,100.8537419,0.019969516,26.21426774,24.27243548,999.9,0,0,9997.818387,0,728.1194194,0.0499938,0,0,0,578.7503226,0.0499938,88.66516129,-1.962580645,36.504,41.375,38.562,41.812,39.32419355,0,0,0,1561994126,578.4696,-3.236153842,-14.38000018,88.5612,15,1561994094,8:14:54,1,10.51,0.248,400,15,0.2,0.03,-0.02477432,0.243449853,0.042122791,1,579.1937143,-9.364576389,2.035672,0,1.811790488,-1.195680627,0.118825125,0,1,3,3-Jan,1.87378,1.87043,1.86996,1.87204,1.86937,1.87912,1.87576,1.87126,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,10.51,0.248,2,473.876,538.504,25.5723,26.7936,30.0011,26.4707,26.4862,19.6117,37.5291,76.0135,-999.9,400,15.4148,102.229,102.087
2,1561994247,172,20190701 08:17:27,8:17:27,1,B3_R2,6,null,null,null,null,1561994239,0.002578023,-0.761509104,399.7167097,397.603445,40.11235259,40.32554998,0.210425896,2.273428348,0.200173337,0.125987849,0.001994258,25.66826853,24.41279677,3.070049914,51.80571227,1.802126919,3.478625889,1.267922995,-113.6908062,257.7527588,24.09438147,168.1583284,-0.04181747,0.046943773,3.497194617,10,2,1,0,53410.58814,MPF-3177-20190701-08_18_18,613.9756,2959.35,2345.3744,0.792530252,-0.761509104,-,0,0,#DIV/0!,0.5,0.020994792,-0.761509104,#DIV/0!,#DIV/0!,6.76E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.261781488,3177,300,300,300,10256.8,2797.23,-0.00854409,-36.8936,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1561994239,399.7167097,400.0394516,17.86312258,14.82496129,500.0336129,100.8666452,0.018679387,26.51578387,24.41279677,999.9,0,0,9997.840323,0,647.2922903,0.0499938,0,0,0,614.3619355,0.0499938,139.7509677,-1.708709677,36.794,41.0783871,38.71951613,41.35058065,39.508,0,0,0,171,613.9756,-41.53461544,-63.40230771,139.0392,15,1561994277,8:17:57,2,10.515,0.228,400,15,0.23,0.03,-0.326812756,-0.145603443,0.060052932,1,616.3948571,-41.32240454,4.478807476,0,3.030460976,0.452093728,0.060382818,0,1,3,3-Jan,1.87378,1.87049,1.86997,1.8721,1.86936,1.87911,1.87576,1.87131,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,10.515,0.228,2,471.859,538.239,25.9787,27.2177,30.0007,26.9135,26.9245,19.6116,40.6243,73.7599,-999.9,400,14.5385,102.175,102.049
3,1561994643,567.5,20190701 08:24:02,8:24:02,1,B3_R2,3,null,null,null,null,1561994635,0.004441172,-0.928658339,399.0090968,394.914728,39.84399479,40.25708652,0.349765496,2.273308687,0.322385526,0.203772029,0.001994258,25.66550907,25.06167097,3.191387322,50.92580228,1.836122943,3.605486534,1.355264379,-195.85569,252.858987,23.78790597,80.79319722,-0.041814218,0.046940122,3.496979784,11,2,1,0,53298.36639,MPF-3178-20190701-08_24_54,631.4016,3051.01,2419.6084,0.793051612,-0.928658339,-,0,0,#DIV/0!,0.5,0.020994792,-0.928658339,#DIV/0!,#DIV/0!,3.83E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.260951979,3178,300,300,300,10208.9,2855.4,-0.00850554,-51.2588,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1561994635,399.0090968,400.0211613,18.19877742,12.9665,500.0134194,100.8732581,0.019395381,27.12483871,25.06167097,999.9,0,0,9996.407419,0,285.501,0.0499938,0,0,0,631.5196774,0.0499938,207.6458065,-2.348387097,35.96341935,39.81606452,37.776,39.933,38.754,0,0,0,394.8,631.4016,-14.20076923,87.02230714,208.2036,15,1561994667,8:24:27,3,10.675,0.174,400,13,1.24,0.08,-1.163621707,-0.08355554,0.037207781,1,632.2082857,-15.42429269,2.131548714,0,5.271548537,0.334508362,0.033390256,0,1,3,3-Jan,1.8738,1.87057,1.8701,1.87211,1.86949,1.87912,1.87577,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,10.675,0.174,2,470.495,531.91,26.708,27.8469,30.0006,27.6201,27.6453,19.6164,47.5076,67.1134,-999.9,400,12.7158,102.074,101.945
4,1561994733,657.5,20190701 08:25:32,8:25:32,1,B3_R2,4,null,null,null,null,1561994725,0.003643256,-1.043575684,399.3465806,396.6242991,40.01936515,40.29404317,0.251356251,2.27452195,0.236881213,0.149281772,0.001994258,26.04729366,25.64961935,3.304929545,49.36428789,1.792276719,3.630715232,1.512652825,-160.6675735,195.4757531,18.44486676,53.25504063,-0.041847199,0.046977147,3.499158228,26,5,1,0,53317.745,MPF-3179-20190701-08_26_24,626.5864,2475.86,1849.2736,0.746921716,-1.043575684,-,0,0,#DIV/0!,0.5,0.020994792,-1.043575684,#DIV/0!,#DIV/0!,2.93E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.338828392,3179,300,300,300,10204.3,2295.33,-0.00850181,-38.5024,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1561994725,399.3465806,399.8401613,17.7629129,13.46896452,500.035,100.8815161,0.018416729,27.24372581,25.64961935,999.9,0,0,10003.47323,0,867.4737742,0.0499938,0,0,0,626.6909677,0.0499938,113.7222581,-2.465483871,35.875,39.75,37.687,39.812,38.687,0,0,0,88.89999986,626.5864,-13.9538462,-8.901538322,113.4616,15,1561994759,8:25:58,4,10.541,0.194,400,14,0.25,0.05,-0.209468183,-2.930853148,0.305735908,0,627.9122857,-18.90434442,2.526292694,0,4.329902927,-0.988239721,0.112016527,0,0,3,0/3,1.87383,1.87057,1.87012,1.87213,1.86949,1.87912,1.87578,1.87135,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,10.541,0.194,2,452.461,533.751,26.853,28.0118,30.0008,27.8112,27.844,19.6345,42.6598,64.773,-999.9,400,13.721,102.051,101.92
5,1561994923,848,20190701 08:28:43,8:28:43,1,B3_R2,1,null,null,null,null,1561994915,0.004008846,-1.147463052,399.3827097,396.9112867,40.03562593,40.28491328,0.309140274,2.27456779,0.287551923,0.181533791,0.001994258,25.91579327,25.23516129,3.224531028,51.09034625,1.853700013,3.62827843,1.370831016,-176.7900902,244.8989629,23.05874625,91.16961314,-0.041848445,0.046978546,3.499240545,17,3,1,0,53320.69078,MPF-3180-20190701-08_29_34,577.622,2007.54,1429.918,0.712273728,-1.147463052,-,0,0,#DIV/0!,0.5,0.020994792,-1.147463052,#DIV/0!,#DIV/0!,3.38E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.403954632,3180,300,300,300,10207.1,1867.13,-0.00850261,-27.9044,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1561994915,399.3827097,399.9269677,18.37749355,13.65582903,500.0575161,100.8533226,0.014622645,27.23227419,25.23516129,999.9,0,0,10006.56774,0,746.8596129,0.0499938,0,0,0,577.2170968,0.0499938,128.0864516,-2.632258065,35.683,39.5863871,37.48577419,39.57622581,38.45732258,0,0,0,189.6000001,577.622,8.009999979,1.32923083,127.5032,15,1561994954,8:29:14,5,10.61,0.187,400,13,0.26,0.02,-0.575687317,-0.605693916,0.068857495,0,577.1288571,3.393111546,1.934770228,0,4.738118293,-0.205552056,0.021274712,0,0,3,0/3,1.87392,1.87058,1.87012,1.87222,1.86951,1.87912,1.87584,1.87135,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,10.61,0.187,2,463.098,531.325,27.0135,28.3931,30.0006,28.1831,28.2068,19.6501,42.8163,61.9242,-999.9,400,13.4485,101.989,101.877
6,1561995050,974.5,20190701 08:30:49,8:30:49,1,B3_R2,2,null,null,null,null,1561995042,0.00121682,-0.840925993,400.4204839,408.0116135,41.16255705,40.39672025,0.074721552,2.27576142,0.07338487,0.045983648,0.001994258,26.83945599,26.22520323,3.419486395,49.31165162,1.789853769,3.629677185,1.629632627,-53.66176079,124.3649861,11.76205732,82.46727692,-0.04188091,0.04701499,3.501384223,11,2,1,0,53359.46654,MPF-3181-20190701-08_31_41,591.6012,2629.05,2037.4488,0.774975295,-0.840925993,-,0,0,#DIV/0!,0.5,0.020994792,-0.840925993,#DIV/0!,#DIV/0!,4.56E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.290363714,3181,300,300,300,10269.8,2518.22,-0.00855482,-9.93677,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1561995042,400.4204839,399.9960968,17.74139355,16.30723871,500.0430323,100.8662581,0.019490497,27.23884839,26.22520323,999.9,0,0,10013.04613,0,974.8460968,0.0499938,0,0,0,591.5480645,0.0499938,110.92,-2.766451613,35.62093548,39.51,37.405,39.625,38.437,0,0,0,125.3999999,591.6012,-21.32384619,37.43846163,111.0884,15,1561995074,8:31:14,6,10.5,0.263,400,16,0.33,0.1,0.467577634,1.242213554,0.133979601,0,592.6514286,-19.60086106,2.647236989,0,1.310240244,0.944207456,0.097580614,0,0,3,0/3,1.87391,1.87057,1.87012,1.87217,1.8695,1.87912,1.87586,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,10.5,0.263,2,470.11,531.687,27.1755,28.619,30.0005,28.4032,28.4279,19.7094,29.0412,59.9853,-999.9,400,16.3392,101.966,101.846
