SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,21,6800-01A 6 cm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Const,CustomBLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTConst,deltaTw,fT1,fT2,fTeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LQConst,Leaf,Ambient,abs_ambient,abs_redLED,abs_greenLED,abs_blueLED,abs_whiteLED,abs_redFlr,abs_blueFlr,k_ambient,k_redLED,k_greenLED,k_blueLED,k_whiteLED,k_redFlr,k_blueFlr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,Sun+Sky,0.49,0.84,0.7,0.87,0.75,0.84,0.87,0.39,0.18,0.23,0.26,0.21,0.19,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QConst,fQ_Amb_in,fQ_Amb_out,fQ_HeadLS,fQ_ConsoleLS,fQ_Flr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,2.58333 77.0244 385.392 628.419 881.666 1078.49 1269.1 1439.7,-0.0442461 99.3535 402.83 601.275 800.324 1000.56 1200.23 1401.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH_Leaf,BH_Vine,BH_Block,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564077029,0,20190725 10:50:29,12:50:29,1,6,B1_R2,1564077021,0.014367365,20.67143451,396.751129,310.2104884,31.31386279,40.04961431,0.528285293,2.272969631,0.468373858,0.29754832,330.4288431,39.3009235,39.47339032,7.207609262,53.31381801,4.287460807,8.041931654,2.920148455,-633.6007896,252.1358387,27.31986299,-23.71624486,-0.041805004,0.046929779,3.496371087,0,0,1,0,50846.21248,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2557-20190725-10_50_30,927.5811923,1338.45,0.306973595,0.5,1685.987275,20.67143451,258.7767872,1,0.011966858,2.006201203,-,0,1338.45,0.306973595,0.667354268,0.752115975,0.830949535,2557,300,300,300,10552.9,1203.93,-0.00707121,-14.7139,2000.002258,1685.987275,0.842992686,0.195985372,6,0.5,0: Broadleaf,1564077021,396.751129,428.3969355,42.47369032,25.96525806,500.0037419,100.8617742,0.082146013,41.53096452,39.47339032,999.9,0,0,9995.342581,0,0.00191117,2000.002258,0.899993968,0.100005926,0,927.8986129,4.99961,18481.43871,16487.5129,50.30216129,52.07216129,50.60467742,51.60874194,52.155,1795.489677,199.5125806,0,1564077030,927.5811923,-84.11900854,-1574.14359,18475.18077,15,0,--:--:--,0,2.702,0.22,0,0,0,0,-31.87297317,3.959262021,0.418614334,0,918.552,0,0,0,16.55289024,-0.837367944,0.084740363,0,0,3,0/3,0,0,0,0,2,504.583,452.248,40.7409,42.7512,29.9981,42.2682,42.128,20.2789,46.0787,54.1857,-999.9,429.611,24.8483,99.1988,98.0293
2,1564077235,206,20190725 10:53:55,12:53:55,2,6,B1_R2,1564077227,0.013054428,19.34967015,398.371129,309.509154,31.24373637,40.21400457,0.474081746,2.273961707,0.425245858,0.269745933,330.4219063,40.1022737,39.44337742,7.196017312,52.0970691,4.273163241,8.202310255,2.92285407,-575.7002867,301.794752,32.74032877,89.25670041,-0.041831967,0.046960048,3.498152239,0,0,1,0,50817.24688,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2559-20190725-10_53_56,1170.131538,1457.4,0.197110238,0.5,1685.95533,19.34967015,166.1595286,1,0.0111831,1.760841224,-,0,1457.4,0.197110238,0.637791557,0.431830796,0.79413982,2559,300,300,300,10515.2,1402.84,-0.00704511,17.1792,1999.964839,1685.95533,0.842992485,0.195984971,6,0.5,0: Broadleaf,1564077227,398.371129,427.8310645,42.33114516,27.32910323,500.0047097,100.8632258,0.082855974,41.90512258,39.44337742,999.9,0,0,10001.64548,0,0.00191117,1999.964839,0.900000065,0.099999865,0,1172.763871,4.99961,23843.0129,16487.24194,51.61687097,52.812,51.85874194,52.155,53.397,1795.469355,199.4954839,0,115.2,1170.131538,-441.2970939,-8845.261537,23789.37308,15,0,--:--:--,0,2.702,0.22,0,0,0,0,-29.75188537,5.352687805,0.560878703,0,1123.84,0,0,0,15.01146829,-0.351102439,0.051710623,0,0,3,0/3,0,0,0,0,2,508.248,456.909,41.1724,42.2511,29.9989,42.0774,41.9967,20.3811,45.9844,63.0452,-999.9,428.255,26.7937,99.3312,98.1761
3,1564077290,261,20190725 10:54:50,12:54:50,3,6,B1_R2,1564077282,0.010775035,24.28896866,397.9629355,265.144924,26.76691608,40.17516285,0.360839563,2.272723285,0.331768668,0.209771803,330.4257184,40.6483266,39.45159355,7.199189037,50.54503808,4.104065384,8.119620718,3.095123654,-475.1790284,277.0846646,30.04951129,162.3808659,-0.04179831,0.046922265,3.495928852,0,0,1,0,50809.11976,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2560-20190725-10_54_51,1189.988846,1735.82,0.314451472,0.5,1685.974896,24.28896866,265.0786438,1,0.014112609,1.318011084,-,0,1735.82,0.314451472,0.568595678,0.578423069,0.707981258,2560,300,300,300,10605.2,1595.98,-0.00710788,-4.5625,1999.988065,1685.974896,0.842992479,0.195984958,6,0.5,0: Broadleaf,1564077282,397.9629355,432.2550323,40.65362258,28.24935806,500.005,100.8678387,0.084182861,41.71300968,39.45159355,999.9,0,0,9993.14129,0,0.00191117,1999.988065,0.900001387,0.0999983,0,1191.506452,4.99961,23693.46452,16487.4129,51.762,52.937,52.026,52.20732258,53.562,1795.49129,199.4974194,0,54,1189.988846,-378.5104273,-7401.921367,23663.40769,15,0,--:--:--,0,2.702,0.22,0,0,0,0,-33.06285122,-12.96626551,2.647858394,0,1148.03,0,0,0,11.70555463,13.34803045,1.346322989,0,0,3,0/3,0,0,0,0,2,513.059,457.14,41.1083,42.1165,29.9989,41.9899,41.9113,20.6023,41.8437,58.4041,-999.9,430.983,27.1411,99.365,98.2076
4,1564077358,329,20190725 10:55:58,12:55:58,1,3,B1_R2,1564077350,0.003529045,11.89342912,402.598,151.9367411,15.33731011,40.64040291,0.083598636,2.272713738,0.08192712,0.051351845,330.4254982,43.30648903,41.6468129,8.091295914,48.51211655,4.003526474,8.252632041,4.08776944,-155.630894,45.87433296,5.03478962,225.7037268,-0.04179805,0.046921973,3.495911714,10,2,1,0,50759.02366,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2561-20190725-10_55_59,902.1249615,1130.6,0.202082999,0.5,1685.972099,11.89342912,170.3531489,1,0.006760471,2.558862551,-,0,1130.6,0.202082999,0.719011345,0.675095121,0.895269832,2561,300,300,300,10510.7,1107.94,-0.00704165,18.886,1999.984516,1685.972099,0.842992576,0.195985152,6,0.5,0: Broadleaf,1564077350,402.598,418.5757742,39.66032903,35.59324839,499.9776129,100.8637419,0.081625181,42.02121613,41.6468129,999.9,0,0,9993.485161,0,0.00191117,1999.984516,0.899997097,0.10000291,0,902.4067097,4.99961,18402.06129,16487.38065,51.937,53.07012903,52.24187097,52.286,53.687,1795.481613,199.5035484,0,67.4000001,902.1249615,-31.30697439,-612.5675218,18396.36923,15,0,--:--:--,0,2.702,0.22,0,0,0,0,-16.63081707,17.6690885,2.223999855,0,899.287,0,0,0,3.280952088,14.14141921,1.450870188,0,0,3,0/3,0,0,0,0,2,492.144,467.052,41.0883,41.9625,29.999,41.8745,41.8077,20.4006,21.9644,58.4838,-999.9,416.006,35.4038,99.3968,98.2487
5,1564077425,395.5,20190725 10:57:04,12:57:04,2,3,B1_R2,1564077417,0.003122165,10.10394165,401.3137419,158.0831734,15.95843837,40.51247506,0.073315966,2.273060055,0.072027132,0.045130867,330.4233892,43.59026582,42.07147742,8.274501021,50.10571034,4.168310004,8.319031853,4.106191017,-137.6874785,12.49842588,1.375288319,206.609625,-0.041807461,0.046932537,3.496533419,1,0,1,0,50745.55017,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2562-20190725-10_57_06,1339.831154,1487.13,0.099049072,0.5,1685.96367,10.10394165,83.49656832,1,0.005699101,1.705647791,-,0,1487.13,0.099049072,0.630402744,0.211951812,0.784939712,2562,300,300,300,10486.6,1487.13,-0.00702488,62.7585,1999.974839,1685.96367,0.84299244,0.195984881,6,0.5,0: Broadleaf,1564077417,401.3137419,414.942129,41.2909871,37.69906452,499.9964839,100.868129,0.081504213,42.17346774,42.07147742,999.9,0,0,9995.300323,0,0.00191117,1999.974839,0.900001903,0.099998139,0,1347.987097,4.99961,27438.51935,16487.31613,52.155,53.20325806,52.437,52.44309677,53.875,1795.481935,199.4935484,0,65.79999995,1339.831154,-882.3702566,-17384.44103,27278.06538,15,0,--:--:--,0,2.702,0.22,0,0,0,0,-13.67445854,4.036808362,0.65894551,0,1246.15,0,0,0,2.828493888,15.21527377,1.562287461,0,0,3,0/3,0,0,0,0,2,503.54,469.397,41.1457,41.8377,29.9994,41.7672,41.7051,20.3698,21.0549,63.069,-999.9,413.771,36.6985,99.4114,98.2686
6,1564077495,466,20190725 10:58:15,12:58:15,3,3,B1_R2,1564077487,0.003917371,11.00331241,400.1726129,178.7590854,18.04516154,40.39615343,0.089344865,2.273160058,0.087438854,0.054817145,330.4234583,43.56459057,42.58672258,8.501596752,50.6458775,4.265032852,8.421283356,4.2365639,-172.7560395,-22.16228861,-2.447251769,133.0578784,-0.041810178,0.046935588,3.49671295,1,0,1,0,50711.27411,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2563-20190725-10_58_16,1492.503462,1818.96,0.179474281,0.5,1685.962732,11.00331241,151.2934747,1,0.006232551,1.212060738,-,0,1818.96,0.179474281,0.547932847,0.317937763,0.68225314,2563,300,300,300,10499,1800.3,-0.00703404,44.3297,1999.973548,1685.962732,0.842992515,0.195985031,6,0.5,0: Broadleaf,1564077487,400.1726129,415.258871,42.25029355,37.74772258,499.9624194,100.8659355,0.080886284,42.40588065,42.58672258,999.9,0,0,9996.167419,0,0.00191117,1999.973548,0.899999581,0.100000355,0,1500.142581,4.99961,30103.96452,16487.29355,52.411,53.427,52.673,52.673,54.10670968,1795.475484,199.4983871,0,70,1492.503462,-707.1914535,-13863.3983,29954.10769,15,0,--:--:--,0,2.702,0.22,0,0,0,0,-15.68684878,12.99953728,1.43631043,0,1420.64,0,0,0,3.876030488,10.76690697,1.1480244,0,0,3,0/3,0,0,0,0,2,503.205,470.647,41.2599,41.7585,29.9999,41.6874,41.6299,20.3953,22.3513,67.5049,-999.9,414.437,37.3414,99.4344,98.2866
7,1564077568,539,20190725 10:59:28,12:59:28,1,2,B1_R2,1564077560,0.004851051,13.97867104,396.6750968,179.8966891,18.1604205,40.04401968,0.116251505,2.273303072,0.113046995,0.070934927,330.421511,43.38961747,42.61117742,8.512508069,52.59408885,4.458910603,8.477969103,4.053597466,-213.9313373,-9.498664777,-1.049575251,105.9419337,-0.041814065,0.046939951,3.496969703,2,0,1,0,50695.27341,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2564-20190725-10_59_29,1284.140769,1631.05,0.21269074,0.5,1685.954146,13.97867104,179.2934171,1,0.007997375,1.46690782,-,0,1631.05,0.21269074,0.594634225,0.413536668,0.740402897,2564,300,300,300,10502.1,1577.97,-0.00703631,22.6989,1999.963548,1685.954146,0.842992437,0.195984874,6,0.5,0: Broadleaf,1564077560,396.6750968,415.7600968,44.16986129,38.60530323,499.962129,100.8668065,0.082358261,42.53367419,42.61117742,999.9,0,0,9997.010323,0,0.00191117,1999.963548,0.900002161,0.099997742,0,1286.314839,4.99961,26021.05484,16487.23226,52.72764516,53.72358065,52.99383871,52.99383871,54.419,1795.472581,199.4922581,0,72,1284.140769,-531.5090602,-11276.97779,25975.20769,15,0,--:--:--,0,2.702,0.22,0,0,0,0,-18.65670732,2.451865505,2.343589036,0,1224.74,0,0,0,4.141503415,22.78095291,2.515513714,0,0,3,0/3,0,0,0,0,2,501.458,469.777,41.3995,41.7422,30.0001,41.6546,41.5921,20.4166,28.4999,74.898,-999.9,415.505,36.9455,99.4431,98.2899
