[Header],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1567690857,528,20190905 06:40:56,8:40:56,,2,6,B3_R3,1567690849,0.004699801,15.4566361,379.369563,268.4182159,27.13189743,38.34693573,0.258007595,2.274089455,0.242778541,0.153029895,132.1552145,30.20525193,29.69509032,4.186400282,51.50477884,2.292350189,4.450752416,1.894050094,-207.2612361,130.9165983,12.82956537,68.64014204,-0.04183544,0.046963946,3.498381618,21,4,1,0,52663,0,728.3676923,4072.07,0,0,-0.792779304,MPF-977-20190905-06_40_55,1015.550385,1968.18,0.484015494,0.5,674.3900372,15.4566361,163.2076136,0,0.024094981,1.068952027,-,0,0,0,0,0,0,800.0059355,674.3900372,0.842981292,0.195962584,6,0.5,0: Broadleaf,1567690849,379.3695806,400.0576452,22.67841935,17.1664129,499.9867742,100.8807097,0.199976452,30.76291935,29.69509032,999.9,0,0,10000.74226,0,224.2476452,800.0059355,0.899998387,0.1000015,0,1016.812581,4.99911,8116.913548,7191.373871,40.5,43.125,42.125,43,42.62893548,715.5041935,79.5016129,0,98.5999999,1015.550385,-101.5702563,-806.7818793,8106.838077,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-20.56509756,-2.734172822,0.272491108,0,1004.07,0,0,0,5.545033415,-0.647572265,0.068419725,0,0,3,0/3,0,0,0,0,2,474.925,1238.15,30.1707,30.013,30.0007,29.9374,29.8859,28.7463,38.3492,63.7924,-999.9,400,16.8704,101.137,101.677
6,1567690932,603.5,20190905 06:42:12,8:42:12,,3,6,B3_R3,1567690924,0.004328139,14.33497737,380.8993385,274.4407352,27.73929574,38.49967606,0.24904581,2.273799733,0.234823337,0.147974691,132.1512336,30.20290367,29.09917742,4.044911356,50.68295819,2.239855956,4.419347323,1.8050554,-190.870942,188.7592915,18.43465414,148.4742372,-0.041827564,0.046955105,3.497861412,0,0,1,0,52780,0,728.3676923,4072.07,0,0,-0.792779304,MPF-978-20190905-06_42_10,1286.439231,2036.58,0.368333564,0.5,674.3693098,14.33497737,124.1964256,0,0.022432451,0.999464789,-,0,0,0,0,0,0,799.9812903,674.3693098,0.842981352,0.195962704,6,0.5,0: Broadleaf,1567690924,380.8993548,400.0796129,22.16017742,17.08150968,500.0004516,100.8757419,0.199981129,30.639,29.09917742,999.9,0,0,9999.351935,0,125.6979355,799.9812903,0.899997516,0.100002419,0,1289.210645,4.99911,10216.99452,7191.149032,40.5,43.125,42.125,43,42.56606452,715.4822581,79.50096774,0,75,1286.439231,-254.6003415,-1953.10051,10196.03731,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-19.0575,-2.465126132,0.249209981,0,1260.94,0,0,0,5.013694878,1.307772334,0.129845653,0,0,3,0/3,0,0,0,0,2,505.626,1239.65,30.1507,30.1005,30.0006,30.0255,29.9743,28.7754,37.5378,60.3734,-999.9,400,16.7331,101.104,101.657
7,1567691048,719,20190905 06:44:07,8:44:07,,1,4,B3_R3,1567691040,0.003319155,12.71628195,383.0733403,261.499467,26.43125333,38.71942309,0.188568342,2.274121978,0.18029247,0.113396079,132.1562681,30.58812173,29.03828065,4.030690123,50.24621477,2.227508237,4.433186155,1.803181886,-146.3747441,202.958492,19.8179828,208.5579988,-0.041836324,0.046964939,3.498440016,58,12,1,0,52635,0,728.3676923,4072.07,0,0,-0.792779304,MPF-979-20190905-06_44_05,1196.780385,1867.94,0.359304697,0.5,674.3977349,12.71628195,121.1571368,0,0.020031297,1.179979014,-,0,0,0,0,0,0,800.0153871,674.3977349,0.842980955,0.19596191,6,0.5,0: Broadleaf,1567691040,383.0733548,399.8589355,22.03800968,18.14273871,499.9920645,100.8757419,0.200002613,30.6937,29.03828065,999.9,0,0,10001.44613,0,173.630129,800.0153871,0.900009097,0.099991071,0,1198.550323,4.99911,9635.48129,7191.477097,40.5,43.137,42.125,43.06,42.562,715.5216129,79.49354839,0,114.5999999,1196.780385,-292.4311111,-2405.28718,9620.548077,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-16.58697805,-4.114394425,0.41859657,0,1165.06,0,0,0,3.916695854,-0.401691847,0.044090587,0,0,3,0/3,0,0,0,0,2,431.009,1239.48,30.1512,30.2381,30.0009,30.167,30.1016,28.6963,32.5503,59.7428,-999.9,400,18.0771,101.07,101.62
8,1567691145,816.5,20190905 06:45:45,8:45:45,,2,4,B3_R3,1567691137,0.003406693,12.20027166,383.7955022,255.2406812,25.80038628,38.79503911,0.17130078,2.274831036,0.164443594,0.103370465,132.1571646,30.69549493,30.07265161,4.278261201,50.40177551,2.251826065,4.467751467,2.026435136,-150.2351448,92.84216788,9.115372836,83.87956054,-0.041855604,0.046986582,3.499713277,13,3,1,0,52697,0,728.3676923,4072.07,0,0,-0.792779304,MPF-980-20190905-06_45_43,1099.098077,1619.15,0.32118823,0.5,674.4017681,12.20027166,108.3049552,0,0.019266039,1.514943026,-,0,0,0,0,0,0,800.0200968,674.4017681,0.842981034,0.195962067,6,0.5,0: Broadleaf,1567691137,383.7955161,400.0065484,22.27709355,18.27970323,499.9463871,100.8825484,0.200030452,30.82967742,30.07265161,999.9,0,0,10005.38,0,42.02637097,800.0200968,0.900005613,0.099994516,0,1101.968065,4.99911,8950.394839,7191.514516,40.5,43.187,42.125,43.125,42.625,715.523871,79.49612903,0,96.79999995,1099.098077,-377.9572652,-3123.02872,8926.851923,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-15.99418293,-4.29095331,0.428768412,0,1061.21,0,0,0,4.044710488,-0.784037561,0.088519496,0,0,3,0/3,0,0,0,0,2,484.708,1236.3,30.2309,30.3783,30.0007,30.2834,30.2148,28.7191,32.5866,58.8301,-999.9,400,18.3217,101.037,101.586
9,1567691225,896.4000001,20190905 06:47:05,8:47:05,,3,4,B3_R3,1567691217,0.004047039,13.72311578,381.6046618,265.6422971,26.85348799,38.57599605,0.216787988,2.274497015,0.205928123,0.129635443,132.1507775,30.54593859,29.72806129,4.194353043,50.66168032,2.27121848,4.483109257,1.923134562,-178.4744079,142.4555176,13.96890289,110.1007901,-0.041846521,0.046976386,3.499113452,37,7,1,0,52595,0,728.3676923,4072.07,0,0,-0.792779304,MPF-981-20190905-06_47_03,1131.064615,4934.76,0.770796429,0.5,674.3662172,13.72311578,259.8995359,0,0.021525241,-0.174819039,-,0,0,0,0,0,0,799.9775161,674.3662172,0.842981463,0.195962927,6,0.5,0: Broadleaf,1567691217,381.6046774,399.9258387,22.46753548,17.72015484,499.9950968,100.8889032,0.199998226,30.8898,29.72806129,999.9,0,0,10002.57871,0,206.9334194,799.9775161,0.899994871,0.100005094,0,1132.421613,4.99911,8976.060323,7191.11129,40.562,43.36280645,42.187,43.25,42.73780645,715.4758065,79.50354839,0,79.4000001,1131.064615,-146.2529914,-1007.195897,8967.466923,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-17.65699024,-13.13674495,1.358448462,0,1115.35,0,0,0,4.848014634,-2.011667038,0.206732268,0,0,3,0/3,0,0,0,0,2,456.607,1234.09,30.3185,30.4978,30.0007,30.3886,30.316,28.7512,35.0163,58.9988,-999.9,400,17.7776,101.018,101.572
10,1567691324,995.4000001,20190905 06:48:44,8:48:44,,1,2,B3_R3,1567691316,0.004291422,11.73626484,384.163406,286.5740359,28.97015632,38.83559753,0.22620097,2.27359095,0.214400676,0.135009312,132.1487503,30.39430714,30.0874871,4.281906269,52.06402579,2.324589409,4.464866813,1.957316859,-189.2517293,89.58644841,8.800671551,41.28414094,-0.041821889,0.046948734,3.497486551,0,0,1,0,52621,0,728.3676923,4072.07,0,0,-0.792779304,MPF-982-20190905-06_48_42,1181.889615,1759,0.328090042,0.5,674.3571982,11.73626484,110.6249409,0,0.01857924,1.314991472,-,0,0,0,0,0,0,799.967,674.3571982,0.842981271,0.195962541,6,0.5,0: Broadleaf,1567691316,384.1634194,400.2262258,22.99493871,17.96334839,499.970129,100.8913548,0.199995677,30.81836452,30.0874871,999.9,0,0,9996.448065,0,64.20200323,799.967,0.899998194,0.1000018,0,1186.287742,4.99911,9624.885806,7191.020323,40.625,43.375,42.24593548,43.298,42.75,715.4690323,79.49709677,0,98.39999986,1181.889615,-475.7405132,-3727.367182,9589.935,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-15.83309756,-5.027652962,0.50277863,0,1131.87,0,0,0,5.020495122,-0.103551638,0.058850623,0,0,3,0/3,0,0,0,0,2,501.908,1233.66,30.3446,30.603,30.0005,30.4942,30.425,28.754,34.9466,58.2606,-999.9,400,17.621,100.989,101.548
11,1567691399,1070.4,20190905 06:49:59,8:49:59,,2,2,B3_R3,1567691391,0.003591427,14.11231785,381.4736936,259.9235069,26.2748192,38.56193096,0.209712383,2.273409574,0.199527348,0.125578446,132.1581153,30.81508881,29.06853871,4.037750834,50.40065203,2.275036583,4.513903076,1.762714252,-158.3819397,237.9304408,23.28007185,234.9866883,-0.041816959,0.0469432,3.497160912,13,3,1,0,52735,0,728.3676923,4072.07,0,0,-0.792779304,MPF-983-20190905-06_49_57,1114.171154,1968.88,0.434109162,0.5,674.4069019,14.11231785,146.3831074,0,0.022101045,1.068216448,-,0,0,0,0,0,0,800.0262258,674.4069019,0.842980993,0.195961985,6,0.5,0: Broadleaf,1567691391,381.4737097,400.0520645,22.5057871,18.29317419,500.0126129,100.8867419,0.199995129,31.0098129,29.06853871,999.9,0,0,9995.726774,0,174.1990323,800.0262258,0.900005419,0.099994403,0,1115.086452,4.99911,8973.132258,7191.56871,40.687,43.508,42.304,43.419,42.82012903,715.5290323,79.49548387,0,74.19999981,1114.171154,-149.7596581,-1013.562051,8966.557308,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-18.2747,-5.84604878,0.612095298,0,1097.07,0,0,0,4.093947317,2.554716376,0.257610019,0,0,3,0/3,0,0,0,0,2,485.318,1229.77,30.4141,30.6922,30.0005,30.589,30.5213,28.8195,31.8833,56.0005,-999.9,400,17.9652,100.973,101.534
12,1567691476,1147.4,20190905 06:51:16,8:51:16,,3,2,B3_R3,1567691468,0.001830013,9.744945341,387.5577631,210.6017403,21.28806494,39.17515029,0.094905389,2.273766409,0.092758379,0.058162842,132.1537214,31.53915611,29.7452129,4.198495301,49.82568188,2.268053942,4.551977729,1.930441358,-80.70357328,173.0884029,17.00209075,241.5406418,-0.041826658,0.046954088,3.497801579,0,0,1,0,52542,0,728.3676923,4072.07,0,0,-0.792779304,MPF-984-20190905-06_51_14,1518.937308,2034.44,0.253388005,0.5,674.3818867,9.744945341,85.44014034,0,0.015625753,1.001567999,-,0,0,0,0,0,0,799.9961935,674.3818867,0.842981369,0.195962739,6,0.5,0: Broadleaf,1567691468,387.5577742,400.1022258,22.43774194,20.29109677,500.0225484,100.8820645,0.200029613,31.15721935,29.7452129,999.9,0,0,9998.50871,0,24.34495806,799.9961935,0.899994484,0.100005461,0,1523.382581,4.99911,12156.49355,7191.277419,40.796,43.681,42.375,43.59451613,42.95325806,715.4922581,79.50258065,0,76.4000001,1518.937308,-483.1497436,-3767.494017,12122.31538,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-12.4444878,-1.933827178,0.212739649,0,1465.06,0,0,0,2.050423171,1.973607178,0.201925753,0,0,3,0/3,0,0,0,0,2,505.51,1238.25,30.5154,30.7776,30.0005,30.6768,30.6147,28.8849,21.5131,55.6205,-999.9,400,20.1415,100.964,101.521
13,1567691873,1544.4,20190905 06:57:53,8:57:53,,1,5,B1_R4,1567691865,0.003690584,12.70965221,383.0312436,261.3203661,26.41662044,38.72025409,0.189946541,2.274521719,0.181553554,0.114194142,132.1572287,30.45442121,29.99318065,4.258781247,51.24522205,2.270224011,4.4301184,1.988557236,-162.7547659,84.415163,8.279802028,62.09742776,-0.041847193,0.04697714,3.499157814,6,1,1,0,52644,0,728.3676923,4072.07,0,0,-0.792779304,MPF-985-20190905-06_57_51,1176.724231,1921.56,0.387620355,0.5,674.4010956,12.70965221,130.705796,0,0.020021367,1.119147984,-,0,0,0,0,0,0,800.0191613,674.4010956,0.842981179,0.195962358,6,0.5,0: Broadleaf,1567691865,383.0312581,399.9791935,22.45767097,18.12842258,499.9993548,100.889,0.200022742,30.6815871,29.99318065,999.9,0,0,10002.72968,0,22.4725,800.0191613,0.900001097,0.099998916,0,1180.28871,4.99911,9616.232903,7191.497097,40.437,43.062,42.09654839,42.935,42.5,715.52,79.5,0,396.4000001,1176.724231,-331.3336752,-2725.089573,9588.400385,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-16.75233902,-4.575639721,0.452283543,0,1140.41,0,0,0,4.356851707,-0.750972544,0.077911797,0,0,3,0/3,0,0,0,0,2,493.703,1237.39,30.1132,30.4732,30,30.4765,30.4385,28.8584,33.829,60.301,-999.9,400,17.8593,101.003,101.563
14,1567691963,1633.9,20190905 06:59:22,8:59:22,,2,5,B1_R4,1567691955,0.003291782,9.29836571,387.7776668,285.6961475,28.88047292,39.19969695,0.16885933,2.274243387,0.162190473,0.101946271,132.1539656,30.71996739,30.32562258,4.340787487,52.79743926,2.357095699,4.464412918,1.983691789,-145.1675852,60.19627749,5.918688363,53.10134623,-0.041839625,0.046968644,3.498658018,0,0,1,0,52670,0,728.3676923,4072.07,0,0,-0.792779304,MPF-986-20190905-06_59_20,1556.081923,2031.22,0.233917585,0.5,674.3839897,9.29836571,78.87513711,0,0.0149635,1.004740993,-,0,0,0,0,0,0,799.9988065,674.3839897,0.842981245,0.19596249,6,0.5,0: Broadleaf,1567691955,387.7776774,400.4697419,23.31724839,19.45853226,499.9113548,100.8880968,0.199975871,30.81658387,30.32562258,999.9,0,0,10001.01032,0,107.4463871,799.9988065,0.899999581,0.100000306,0,1558.673226,4.99911,12682.63548,7191.311613,40.49390323,43.125,42.125,43,42.562,715.4993548,79.49967742,0,88.79999995,1556.081923,-430.5193165,-2912.810259,12662.64231,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-12.11945415,-10.60702223,1.069147618,0,1508.08,0,0,0,3.734428537,2.123465854,0.230159662,0,0,3,0/3,0,0,0,0,2,500.767,1239.31,30.1724,30.4233,29.9999,30.4191,30.3811,28.9023,31.4047,60.4937,-999.9,400,18.6086,101.012,101.576
15,1567692025,1695.9,20190905 07:00:24,9:00:24,,3,5,B1_R4,1567692017,0.004188977,15.04264426,380.0900151,258.9339737,26.17548387,38.4230772,0.226550137,2.272863575,0.214710833,0.135206405,132.1561538,30.28764046,29.71523226,4.191257053,51.52457377,2.282164954,4.429274785,1.909092099,-184.7338991,118.003607,11.56665586,76.99251752,-0.041802122,0.046926544,3.496180695,11,2,1,0,52563,0,728.3676923,4072.07,0,0,-0.792779304,MPF-987-20190905-07_00_22,905.8704231,1730.91,0.476650766,0.5,674.3966023,15.04264426,160.7258284,0,0.023480877,1.352560214,-,0,0,0,0,0,0,800.0139677,674.3966023,0.842981035,0.195962069,6,0.5,0: Broadleaf,1567692017,380.0900323,400.0521613,22.57570645,17.66233548,499.9917419,100.8893871,0.20002771,30.67825484,29.71523226,999.9,0,0,9991.918065,0,926.1235484,800.0139677,0.900006129,0.099993929,0,906.3292581,4.99911,7341.467097,7191.459032,40.48374194,43.20325806,42.125,42.94106452,42.56606452,715.5177419,79.49548387,0,61.39999986,905.8704231,-48.4509744,-698.2246163,7334.775,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-19.86581707,-1.736121951,0.179571956,0,901.957,0,0,0,4.822146829,1.538646899,0.166838872,0,0,3,0/3,0,0,0,0,2,488.033,1233.28,30.1752,30.4041,30.0001,30.3988,30.3628,28.8942,35.6671,58.2288,-999.9,400,17.2623,101.008,101.572
16,1567692172,1842.9,20190905 07:02:51,9:02:51,,1,3,B1_R4,1567692164,0.004630977,13.70929053,381.1882424,274.6797249,27.76558554,38.53183833,0.240209142,2.273930989,0.226949926,0.142973967,132.1530882,30.33440825,30.03541613,4.269124379,50.76536181,2.273236634,4.477928557,1.995887745,-204.2260922,102.2568951,10.04383136,40.22772242,-0.041831132,0.04695911,3.498097084,25,5,1,0,52610,0,728.3676923,4072.07,0,0,-0.792779304,MPF-988-20190905-07_02_50,1343.678077,4557.37,0.705163707,0.5,674.3788217,13.70929053,237.7737349,0,0.021504338,-0.106486855,-,0,0,0,0,0,0,799.9925806,674.3788217,0.842981345,0.19596269,6,0.5,0: Broadleaf,1567692164,381.1882581,399.7574194,22.48870323,17.05659677,500.0085161,100.8834194,0.200071806,30.86953871,30.03541613,999.9,0,0,9999.443871,0,715.3918387,799.9925806,0.899998323,0.100001681,0,1344.501613,4.99911,11367.20968,7191.253548,40.5,43.25,42.21341935,43.062,42.59248387,715.4929032,79.50193548,0,146.1999998,1343.678077,-140.6198291,-242.2598316,11359.11923,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-18.39976098,-3.338280836,0.330408625,0,1328.83,0,0,0,5.44514,-0.216570523,0.029873051,0,0,3,0/3,0,0,0,0,2,471.091,1234.16,30.2419,30.3856,30,30.3601,30.3211,28.7967,37.916,56.6589,-999.9,400,16.8926,101.014,101.582
17,1567692318,1989.4,20190905 07:05:18,9:05:18,,2,3,B1_R4,1567692310,0.002947005,9.696392513,387.525376,270.3024135,27.32317536,39.17250929,0.15013792,2.274709801,0.144841934,0.090986469,132.1488725,31.18877575,30.41184194,4.362279312,52.11036708,2.3741248,4.555954856,1.988154513,-129.9629228,93.28938393,9.190686764,104.6660204,-0.041852307,0.046982881,3.499495562,10,2,1,0,52578,0,728.3676923,4072.07,0,0,-0.792779304,MPF-989-20190905-07_05_16,1574.513462,2035.4,0.226435363,0.5,674.3582375,9.696392513,76.34927626,0,0.015554302,1.000623956,-,0,0,0,0,0,0,799.9682903,674.3582375,0.84298121,0.195962421,6,0.5,0: Broadleaf,1567692310,387.5253871,400.5323226,23.48671613,20.03315161,499.9685806,100.8837419,0.199985,31.17255484,30.41184194,999.9,0,0,10004.47355,0,123.9490323,799.9682903,0.900001,0.099999074,0,1583.91129,4.99911,12820.17097,7191.036774,40.75,43.437,42.375,43.34654839,42.82622581,715.4735484,79.49580645,0,146,1574.513462,-864.8523065,-6678.475205,12746.84615,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-12.46199854,-9.624834983,1.083164225,0,1481.13,0,0,0,3.354186098,1.793372822,0.197931763,0,0,3,0/3,0,0,0,0,2,488.175,1239.3,30.4054,30.2991,29.9998,30.2739,30.2353,28.7909,31.2124,56.7763,-999.9,400,19.4436,101.034,101.605
18,1567692392,2063.4,20190905 07:06:32,9:06:32,,3,3,B1_R4,1567692384,0.004111219,10.0699874,386.1955691,297.0475375,30.02696092,39.03846286,0.215177798,2.27398602,0.204472102,0.128712528,132.1537877,30.79050435,30.20785484,4.31158073,51.54468293,2.346051627,4.551491044,1.965529102,-181.3047684,116.1573079,11.4347439,78.4410711,-0.041832628,0.04696079,3.498195894,8,2,1,0,52548,0,728.3676923,4072.07,0,0,-0.792779304,MPF-990-20190905-07_06_30,1304.284231,1808.75,0.278902982,0.5,674.3824579,10.0699874,94.04363936,0,0.016107724,1.251317208,-,0,0,0,0,0,0,799.9969032,674.3824579,0.842981336,0.195962671,6,0.5,0: Broadleaf,1567692384,386.1955806,400.1852903,23.20877097,18.38965484,499.9841613,100.8846774,0.200021581,31.15534194,30.20785484,999.9,0,0,9999.676774,0,1124.977419,799.9969032,0.899997065,0.100002935,0,1307.499677,4.99911,10637.66742,7191.286452,40.875,43.659,42.51,43.47967742,43,715.4954839,79.50193548,0,73.19999981,1304.284231,-776.317607,-6223.633164,10611.29962,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-12.25329561,-33.60849554,3.529046597,0,1215.88,0,0,0,4.657967317,3.328156098,0.338333286,0,0,3,0/3,0,0,0,0,2,490.946,1237.28,30.4813,30.3031,30.0002,30.271,30.2353,28.8027,35.8212,54.1185,-999.9,400,17.7678,101.029,101.587
19,1567692490,2161.4,20190905 07:08:10,9:08:10,,1,2,B1_R4,1567692482,0.003605362,12.73135156,382.8222758,248.6557861,25.1370626,38.70019541,0.171313127,2.274295162,0.164453427,0.103376821,132.1503567,31.15943253,30.66493871,4.42590499,49.58632507,2.283181276,4.604457525,2.142723715,-158.9964832,85.05659724,8.399322133,66.60979286,-0.041841033,0.046970225,3.498750988,19,4,1,0,52511,0,728.3676923,4072.07,0,0,-0.792779304,MPF-991-20190905-07_08_08,1291.995769,1998.58,0.353543131,0.5,674.3696721,12.73135156,119.2093827,0,0.020054477,1.037481612,-,0,0,0,0,0,0,799.9823871,674.3696721,0.842980649,0.195961299,6,0.5,0: Broadleaf,1567692482,382.8222903,399.7575806,22.58522581,18.35615161,499.9582903,100.8917742,0.200032258,31.35864516,30.66493871,999.9,0,0,10000.98226,0,558.2283548,799.9823871,0.900019,0.099980697,0,1294.026129,4.99911,10834.58065,7191.19871,41.062,43.812,42.70529032,43.687,43.19716129,715.5012903,79.48225806,0,97.20000005,1291.995769,-266.1323078,-1887.295727,10814.53846,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-16.72797805,-4.457790941,0.445930666,0,1263,0,0,0,4.261610976,-0.61280446,0.066464772,0,0,3,0/3,0,0,0,0,2,478.116,1238.74,30.6206,30.3409,30,30.2869,30.2458,28.8492,33.416,52.4299,-999.9,400,18.5698,101.018,101.595
20,1567692591,2262.4,20190905 07:09:51,9:09:51,,2,2,B1_R4,1567692583,0.005133922,15.92038057,378.5395302,261.1041214,26.39748364,38.27013914,0.251826714,2.274968809,0.237301797,0.149548769,132.1500148,30.92197367,30.92946774,4.493267197,50.93227363,2.380378449,4.673615135,2.112888749,-226.4059492,84.82146051,8.395411607,-1.03906224,-0.04185935,0.046990788,3.499960695,9,2,1,0,52505,0,728.3676923,4072.07,0,0,-0.792779304,MPF-992-20190905-07_09_49,1460.016538,2433.11,0.399938129,0.5,674.36474,15.92038057,134.8520863,0,0.024783561,0.67360703,-,0,0,0,0,0,0,799.9760968,674.36474,0.842981112,0.195962225,6,0.5,0: Broadleaf,1567692583,378.5395484,399.9772903,23.54491935,17.52892581,499.9716774,100.8994839,0.199968323,31.62105161,30.92946774,999.9,0,0,10004.59613,0,876.5143871,799.9760968,0.900004581,0.099995368,0,1462.435161,4.99911,12323.09355,7191.115161,41.25,43.93903226,42.875,43.83841935,43.433,715.4822581,79.49387097,0,100.4000001,1460.016538,-229.7651279,-2077.59316,12299.95385,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-21.3229878,-2.357113589,0.243594712,0,1434.5,0,0,0,6.031754878,-0.263301742,0.035422385,0,0,3,0/3,0,0,0,0,2,489.545,1234.76,30.8094,30.3978,30.0004,30.3231,30.2823,28.8147,38.5332,51.2066,-999.9,400,17.4049,101.011,101.587
21,1567692651,2322.4,20190905 07:10:51,9:10:51,,3,2,B1_R4,1567692643,0.001836852,8.288569706,389.0048615,216.1783403,21.85704299,39.33093374,0.083304523,2.274440485,0.081645855,0.051174933,132.1541003,32.18838476,30.85494839,4.474201124,48.1709317,2.275452803,4.723705195,2.19874832,-81.00517432,116.9862521,11.5881815,179.7233595,-0.041844984,0.04697466,3.499011941,7,1,1,0,52535,0,728.3676923,4072.07,0,0,-0.792779304,MPF-993-20190905-07_10_49,1364.956538,1983.27,0.311764642,0.5,674.3873988,8.288569706,105.125073,0,0.013466072,1.053210103,-,0,0,0,0,0,0,800.0032258,674.3873988,0.842980849,0.195961699,6,0.5,0: Broadleaf,1567692643,389.004871,399.8089355,22.50549677,20.35081613,499.9848387,100.9065484,0.199986871,31.80900645,30.85494839,999.9,0,0,10000.46226,0,1582.47871,800.0032258,0.900015548,0.099984626,0,1366.92871,4.99911,11208.41613,7191.37871,41.391,44.22358065,43.028,43.98983871,43.62296774,715.5148387,79.48967742,0,59.4000001,1364.956538,-179.7035897,-1450.444444,11193.01923,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-8.72755261,-39.78924776,4.207106484,0,1344.56,0,0,0,2.023415366,2.823219303,0.282099469,0,0,3,0/3,0,0,0,0,2,492.042,1228.19,30.926,30.4744,30.0009,30.3921,30.3515,28.9414,24.3186,50.475,-999.9,400,20.6167,100.986,101.554
